GeoAreaName,TimePeriod,Indicator,Value,SDG,Region
Bangladesh,2006,Maternal Mortality Ratio (per 100k births),49.39,SDG 3,South Asia
Bangladesh,2007,Maternal Mortality Ratio (per 100k births),49.79,SDG 3,South Asia
Bangladesh,2008,Maternal Mortality Ratio (per 100k births),48.41,SDG 3,South Asia
Bangladesh,2009,Maternal Mortality Ratio (per 100k births),48.98,SDG 3,South Asia
Bangladesh,2010,Maternal Mortality Ratio (per 100k births),47.41,SDG 3,South Asia
Bangladesh,2011,Maternal Mortality Ratio (per 100k births),45.98,SDG 3,South Asia
Bangladesh,2012,Maternal Mortality Ratio (per 100k births),48.52,SDG 3,South Asia
Bangladesh,2013,Maternal Mortality Ratio (per 100k births),44.91,SDG 3,South Asia
Bangladesh,2014,Maternal Mortality Ratio (per 100k births),42.85,SDG 3,South Asia
Bangladesh,2015,Maternal Mortality Ratio (per 100k births),45.49,SDG 3,South Asia
Bangladesh,2016,Maternal Mortality Ratio (per 100k births),43.7,SDG 3,South Asia
Bangladesh,2017,Maternal Mortality Ratio (per 100k births),43.83,SDG 3,South Asia
Bangladesh,2018,Maternal Mortality Ratio (per 100k births),40.14,SDG 3,South Asia
Bangladesh,2019,Maternal Mortality Ratio (per 100k births),40.97,SDG 3,South Asia
Bangladesh,2020,Maternal Mortality Ratio (per 100k births),36.52,SDG 3,South Asia
Bangladesh,2021,Maternal Mortality Ratio (per 100k births),39.08,SDG 3,South Asia
Bangladesh,2022,Maternal Mortality Ratio (per 100k births),36.86,SDG 3,South Asia
Bangladesh,2023,Maternal Mortality Ratio (per 100k births),34.27,SDG 3,South Asia
Bangladesh,2024,Maternal Mortality Ratio (per 100k births),37.05,SDG 3,South Asia
Bangladesh,2000,"Under-5 Mortality Rate (per 1,000 live births)",51.99,SDG 3,South Asia
Bangladesh,2001,"Under-5 Mortality Rate (per 1,000 live births)",51.03,SDG 3,South Asia
Bangladesh,2002,"Under-5 Mortality Rate (per 1,000 live births)",53.65,SDG 3,South Asia
Bangladesh,2003,"Under-5 Mortality Rate (per 1,000 live births)",53.16,SDG 3,South Asia
Bangladesh,2004,"Under-5 Mortality Rate (per 1,000 live births)",52.96,SDG 3,South Asia
Bangladesh,2005,"Under-5 Mortality Rate (per 1,000 live births)",51.81,SDG 3,South Asia
Bangladesh,2006,"Under-5 Mortality Rate (per 1,000 live births)",52.12,SDG 3,South Asia
Bangladesh,2007,"Under-5 Mortality Rate (per 1,000 live births)",50.15,SDG 3,South Asia
Bangladesh,2008,"Under-5 Mortality Rate (per 1,000 live births)",48.1,SDG 3,South Asia
Bangladesh,2009,"Under-5 Mortality Rate (per 1,000 live births)",47.39,SDG 3,South Asia
Bangladesh,2010,"Under-5 Mortality Rate (per 1,000 live births)",46.28,SDG 3,South Asia
Bangladesh,2011,"Under-5 Mortality Rate (per 1,000 live births)",46.34,SDG 3,South Asia
Bangladesh,2012,"Under-5 Mortality Rate (per 1,000 live births)",43.46,SDG 3,South Asia
Bangladesh,2013,"Under-5 Mortality Rate (per 1,000 live births)",44.81,SDG 3,South Asia
Bangladesh,2014,"Under-5 Mortality Rate (per 1,000 live births)",43.37,SDG 3,South Asia
Bangladesh,2015,"Under-5 Mortality Rate (per 1,000 live births)",43.11,SDG 3,South Asia
Bangladesh,2016,"Under-5 Mortality Rate (per 1,000 live births)",42.32,SDG 3,South Asia
Bangladesh,2017,"Under-5 Mortality Rate (per 1,000 live births)",37.42,SDG 3,South Asia
Bangladesh,2018,"Under-5 Mortality Rate (per 1,000 live births)",38.95,SDG 3,South Asia
Bangladesh,2019,"Under-5 Mortality Rate (per 1,000 live births)",39.34,SDG 3,South Asia
Bangladesh,2020,"Under-5 Mortality Rate (per 1,000 live births)",38.62,SDG 3,South Asia
Bangladesh,2021,"Under-5 Mortality Rate (per 1,000 live births)",38.29,SDG 3,South Asia
Bangladesh,2022,"Under-5 Mortality Rate (per 1,000 live births)",37.55,SDG 3,South Asia
Bangladesh,2023,"Under-5 Mortality Rate (per 1,000 live births)",38.58,SDG 3,South Asia
Bangladesh,2024,"Under-5 Mortality Rate (per 1,000 live births)",35.97,SDG 3,South Asia
Bangladesh,2000,Safely Managed Drinking Water (%),64.23,SDG 6,South Asia
Bangladesh,2001,Safely Managed Drinking Water (%),63.1,SDG 6,South Asia
Bangladesh,2002,Safely Managed Drinking Water (%),64.25,SDG 6,South Asia
Bangladesh,2003,Safely Managed Drinking Water (%),67.9,SDG 6,South Asia
Bangladesh,2004,Safely Managed Drinking Water (%),69.49,SDG 6,South Asia
Bangladesh,2005,Safely Managed Drinking Water (%),71.01,SDG 6,South Asia
Bangladesh,2006,Safely Managed Drinking Water (%),68.26,SDG 6,South Asia
Bangladesh,2007,Safely Managed Drinking Water (%),69.85,SDG 6,South Asia
Bangladesh,2008,Safely Managed Drinking Water (%),71.46,SDG 6,South Asia
Bangladesh,2009,Safely Managed Drinking Water (%),74.97,SDG 6,South Asia
Bangladesh,2010,Safely Managed Drinking Water (%),72.87,SDG 6,South Asia
Bangladesh,2011,Safely Managed Drinking Water (%),75.83,SDG 6,South Asia
Bangladesh,2012,Safely Managed Drinking Water (%),74.56,SDG 6,South Asia
Bangladesh,2013,Safely Managed Drinking Water (%),76.83,SDG 6,South Asia
Bangladesh,2014,Safely Managed Drinking Water (%),77.44,SDG 6,South Asia
Bangladesh,2015,Safely Managed Drinking Water (%),76.95,SDG 6,South Asia
Bangladesh,2016,Safely Managed Drinking Water (%),75.97,SDG 6,South Asia
Bangladesh,2017,Safely Managed Drinking Water (%),77.9,SDG 6,South Asia
Bangladesh,2018,Safely Managed Drinking Water (%),81.33,SDG 6,South Asia
Bangladesh,2019,Safely Managed Drinking Water (%),81.22,SDG 6,South Asia
Bangladesh,2020,Safely Managed Drinking Water (%),80.05,SDG 6,South Asia
Bangladesh,2021,Safely Managed Drinking Water (%),80.99,SDG 6,South Asia
Bangladesh,2022,Safely Managed Drinking Water (%),79.71,SDG 6,South Asia
Bangladesh,2023,Safely Managed Drinking Water (%),85.27,SDG 6,South Asia
Bangladesh,2024,Safely Managed Drinking Water (%),85.23,SDG 6,South Asia
Bangladesh,2000,Open Defecation Practice (%),54.5,SDG 6,South Asia
Bangladesh,2001,Open Defecation Practice (%),54.2,SDG 6,South Asia
Bangladesh,2002,Open Defecation Practice (%),49.85,SDG 6,South Asia
Bangladesh,2003,Open Defecation Practice (%),51.57,SDG 6,South Asia
Bangladesh,2004,Open Defecation Practice (%),53.5,SDG 6,South Asia
Bangladesh,2005,Open Defecation Practice (%),52.17,SDG 6,South Asia
Bangladesh,2006,Open Defecation Practice (%),50.4,SDG 6,South Asia
Bangladesh,2007,Open Defecation Practice (%),49.08,SDG 6,South Asia
Bangladesh,2008,Open Defecation Practice (%),49.5,SDG 6,South Asia
Bangladesh,2009,Open Defecation Practice (%),47.08,SDG 6,South Asia
Bangladesh,2010,Open Defecation Practice (%),44.2,SDG 6,South Asia
Bangladesh,2011,Open Defecation Practice (%),45.89,SDG 6,South Asia
Bangladesh,2012,Open Defecation Practice (%),45.71,SDG 6,South Asia
Bangladesh,2013,Open Defecation Practice (%),45.99,SDG 6,South Asia
Bangladesh,2014,Open Defecation Practice (%),41.34,SDG 6,South Asia
Bangladesh,2015,Open Defecation Practice (%),42.52,SDG 6,South Asia
Bangladesh,2016,Open Defecation Practice (%),41.79,SDG 6,South Asia
Bangladesh,2017,Open Defecation Practice (%),39.45,SDG 6,South Asia
Bangladesh,2018,Open Defecation Practice (%),41.03,SDG 6,South Asia
Bangladesh,2019,Open Defecation Practice (%),40.62,SDG 6,South Asia
Bangladesh,2020,Open Defecation Practice (%),38.27,SDG 6,South Asia
Bangladesh,2021,Open Defecation Practice (%),40.98,SDG 6,South Asia
Bangladesh,2022,Open Defecation Practice (%),36.62,SDG 6,South Asia
Bangladesh,2023,Open Defecation Practice (%),35.63,SDG 6,South Asia
Bangladesh,2024,Open Defecation Practice (%),34.79,SDG 6,South Asia
Nepal,2000,Prevalence of Undernourishment (%),40.02,SDG 2,South Asia
Nepal,2001,Prevalence of Undernourishment (%),38.83,SDG 2,South Asia
Nepal,2002,Prevalence of Undernourishment (%),39.06,SDG 2,South Asia
Nepal,2003,Prevalence of Undernourishment (%),36.86,SDG 2,South Asia
Nepal,2004,Prevalence of Undernourishment (%),36.79,SDG 2,South Asia
Nepal,2005,Prevalence of Undernourishment (%),35.02,SDG 2,South Asia
Nepal,2006,Prevalence of Undernourishment (%),38.96,SDG 2,South Asia
Nepal,2007,Prevalence of Undernourishment (%),35.27,SDG 2,South Asia
Nepal,2008,Prevalence of Undernourishment (%),33.37,SDG 2,South Asia
Nepal,2009,Prevalence of Undernourishment (%),33.94,SDG 2,South Asia
Nepal,2010,Prevalence of Undernourishment (%),32.65,SDG 2,South Asia
Nepal,2011,Prevalence of Undernourishment (%),31.69,SDG 2,South Asia
Nepal,2012,Prevalence of Undernourishment (%),32.14,SDG 2,South Asia
Nepal,2013,Prevalence of Undernourishment (%),31.55,SDG 2,South Asia
Nepal,2014,Prevalence of Undernourishment (%),28.82,SDG 2,South Asia
Nepal,2015,Prevalence of Undernourishment (%),27.95,SDG 2,South Asia
Nepal,2016,Prevalence of Undernourishment (%),27.6,SDG 2,South Asia
Nepal,2017,Prevalence of Undernourishment (%),23.76,SDG 2,South Asia
Nepal,2018,Prevalence of Undernourishment (%),24.14,SDG 2,South Asia
Nepal,2019,Prevalence of Undernourishment (%),27.67,SDG 2,South Asia
Nepal,2020,Prevalence of Undernourishment (%),27.28,SDG 2,South Asia
Nepal,2021,Prevalence of Undernourishment (%),23.64,SDG 2,South Asia
Nepal,2022,Prevalence of Undernourishment (%),24.08,SDG 2,South Asia
Nepal,2023,Prevalence of Undernourishment (%),22.88,SDG 2,South Asia
Nepal,2024,Prevalence of Undernourishment (%),26.24,SDG 2,South Asia
Nepal,2000,Stunting in Children < 5 Years (%),42.5,SDG 2,South Asia
Nepal,2001,Stunting in Children < 5 Years (%),39.83,SDG 2,South Asia
Nepal,2002,Stunting in Children < 5 Years (%),37.78,SDG 2,South Asia
Nepal,2003,Stunting in Children < 5 Years (%),36.01,SDG 2,South Asia
Nepal,2004,Stunting in Children < 5 Years (%),37.92,SDG 2,South Asia
Nepal,2005,Stunting in Children < 5 Years (%),35.68,SDG 2,South Asia
Nepal,2006,Stunting in Children < 5 Years (%),33.88,SDG 2,South Asia
Nepal,2007,Stunting in Children < 5 Years (%),34.25,SDG 2,South Asia
Nepal,2008,Stunting in Children < 5 Years (%),32.8,SDG 2,South Asia
Nepal,2009,Stunting in Children < 5 Years (%),36.15,SDG 2,South Asia
Nepal,2010,Stunting in Children < 5 Years (%),34.14,SDG 2,South Asia
Nepal,2011,Stunting in Children < 5 Years (%),32.01,SDG 2,South Asia
Nepal,2012,Stunting in Children < 5 Years (%),33.44,SDG 2,South Asia
Nepal,2013,Stunting in Children < 5 Years (%),30.53,SDG 2,South Asia
Nepal,2014,Stunting in Children < 5 Years (%),28.33,SDG 2,South Asia
Nepal,2015,Stunting in Children < 5 Years (%),31.1,SDG 2,South Asia
Nepal,2016,Stunting in Children < 5 Years (%),28.83,SDG 2,South Asia
Nepal,2017,Stunting in Children < 5 Years (%),25.66,SDG 2,South Asia
Nepal,2018,Stunting in Children < 5 Years (%),26.13,SDG 2,South Asia
Nepal,2019,Stunting in Children < 5 Years (%),24.3,SDG 2,South Asia
Nepal,2020,Stunting in Children < 5 Years (%),22.74,SDG 2,South Asia
Nepal,2021,Stunting in Children < 5 Years (%),25.41,SDG 2,South Asia
Nepal,2022,Stunting in Children < 5 Years (%),26.08,SDG 2,South Asia
Nepal,2023,Stunting in Children < 5 Years (%),20.32,SDG 2,South Asia
Nepal,2024,Stunting in Children < 5 Years (%),22.46,SDG 2,South Asia
Nepal,2000,Maternal Mortality Ratio (per 100k births),39.84,SDG 3,South Asia
Nepal,2001,Maternal Mortality Ratio (per 100k births),39.29,SDG 3,South Asia
Nepal,2002,Maternal Mortality Ratio (per 100k births),38.33,SDG 3,South Asia
Nepal,2003,Maternal Mortality Ratio (per 100k births),37.12,SDG 3,South Asia
Nepal,2004,Maternal Mortality Ratio (per 100k births),37.69,SDG 3,South Asia
Nepal,2005,Maternal Mortality Ratio (per 100k births),35.57,SDG 3,South Asia
Nepal,2006,Maternal Mortality Ratio (per 100k births),36.42,SDG 3,South Asia
Nepal,2007,Maternal Mortality Ratio (per 100k births),35.14,SDG 3,South Asia
Nepal,2008,Maternal Mortality Ratio (per 100k births),34.06,SDG 3,South Asia
Nepal,2009,Maternal Mortality Ratio (per 100k births),32.26,SDG 3,South Asia
Nepal,2010,Maternal Mortality Ratio (per 100k births),31.95,SDG 3,South Asia
Nepal,2011,Maternal Mortality Ratio (per 100k births),33.15,SDG 3,South Asia
Nepal,2012,Maternal Mortality Ratio (per 100k births),31.97,SDG 3,South Asia
Nepal,2013,Maternal Mortality Ratio (per 100k births),28.95,SDG 3,South Asia
Nepal,2014,Maternal Mortality Ratio (per 100k births),29.77,SDG 3,South Asia
Nepal,2015,Maternal Mortality Ratio (per 100k births),29.94,SDG 3,South Asia
Nepal,2016,Maternal Mortality Ratio (per 100k births),25.51,SDG 3,South Asia
Nepal,2017,Maternal Mortality Ratio (per 100k births),28.03,SDG 3,South Asia
Nepal,2018,Maternal Mortality Ratio (per 100k births),25.42,SDG 3,South Asia
Nepal,2019,Maternal Mortality Ratio (per 100k births),26.47,SDG 3,South Asia
Nepal,2020,Maternal Mortality Ratio (per 100k births),23.67,SDG 3,South Asia
Nepal,2021,Maternal Mortality Ratio (per 100k births),21.31,SDG 3,South Asia
Nepal,2022,Maternal Mortality Ratio (per 100k births),20.78,SDG 3,South Asia
Nepal,2023,Maternal Mortality Ratio (per 100k births),22.49,SDG 3,South Asia
Nepal,2024,Maternal Mortality Ratio (per 100k births),22.01,SDG 3,South Asia
Nepal,2000,"Under-5 Mortality Rate (per 1,000 live births)",39.46,SDG 3,South Asia
Nepal,2001,"Under-5 Mortality Rate (per 1,000 live births)",40.98,SDG 3,South Asia
Nepal,2002,"Under-5 Mortality Rate (per 1,000 live births)",36.73,SDG 3,South Asia
Nepal,2003,"Under-5 Mortality Rate (per 1,000 live births)",38.32,SDG 3,South Asia
Nepal,2004,"Under-5 Mortality Rate (per 1,000 live births)",35.8,SDG 3,South Asia
Nepal,2005,"Under-5 Mortality Rate (per 1,000 live births)",35.84,SDG 3,South Asia
Nepal,2006,"Under-5 Mortality Rate (per 1,000 live births)",36.09,SDG 3,South Asia
Nepal,2007,"Under-5 Mortality Rate (per 1,000 live births)",33.93,SDG 3,South Asia
Nepal,2008,"Under-5 Mortality Rate (per 1,000 live births)",33.84,SDG 3,South Asia
Nepal,2009,"Under-5 Mortality Rate (per 1,000 live births)",35.13,SDG 3,South Asia
Nepal,2010,"Under-5 Mortality Rate (per 1,000 live births)",31.95,SDG 3,South Asia
Nepal,2011,"Under-5 Mortality Rate (per 1,000 live births)",33.27,SDG 3,South Asia
Nepal,2012,"Under-5 Mortality Rate (per 1,000 live births)",29.52,SDG 3,South Asia
Nepal,2013,"Under-5 Mortality Rate (per 1,000 live births)",31.21,SDG 3,South Asia
Nepal,2014,"Under-5 Mortality Rate (per 1,000 live births)",31.78,SDG 3,South Asia
Nepal,2015,"Under-5 Mortality Rate (per 1,000 live births)",25.11,SDG 3,South Asia
Nepal,2016,"Under-5 Mortality Rate (per 1,000 live births)",26.82,SDG 3,South Asia
Nepal,2017,"Under-5 Mortality Rate (per 1,000 live births)",28.08,SDG 3,South Asia
Nepal,2018,"Under-5 Mortality Rate (per 1,000 live births)",26.11,SDG 3,South Asia
Nepal,2019,"Under-5 Mortality Rate (per 1,000 live births)",26.17,SDG 3,South Asia
Nepal,2020,"Under-5 Mortality Rate (per 1,000 live births)",23.91,SDG 3,South Asia
Nepal,2021,"Under-5 Mortality Rate (per 1,000 live births)",24.15,SDG 3,South Asia
Nepal,2022,"Under-5 Mortality Rate (per 1,000 live births)",22.98,SDG 3,South Asia
Nepal,2023,"Under-5 Mortality Rate (per 1,000 live births)",24.17,SDG 3,South Asia
Nepal,2024,"Under-5 Mortality Rate (per 1,000 live births)",22.0,SDG 3,South Asia
Nepal,2000,Safely Managed Drinking Water (%),51.32,SDG 6,South Asia
Nepal,2001,Safely Managed Drinking Water (%),51.0,SDG 6,South Asia
Nepal,2002,Safely Managed Drinking Water (%),51.69,SDG 6,South Asia
Nepal,2003,Safely Managed Drinking Water (%),52.57,SDG 6,South Asia
Nepal,2004,Safely Managed Drinking Water (%),54.61,SDG 6,South Asia
Nepal,2005,Safely Managed Drinking Water (%),54.19,SDG 6,South Asia
Nepal,2006,Safely Managed Drinking Water (%),56.05,SDG 6,South Asia
Nepal,2007,Safely Managed Drinking Water (%),59.53,SDG 6,South Asia
Nepal,2008,Safely Managed Drinking Water (%),58.52,SDG 6,South Asia
Nepal,2009,Safely Managed Drinking Water (%),57.53,SDG 6,South Asia
Nepal,2010,Safely Managed Drinking Water (%),60.62,SDG 6,South Asia
Nepal,2011,Safely Managed Drinking Water (%),59.01,SDG 6,South Asia
Nepal,2012,Safely Managed Drinking Water (%),57.36,SDG 6,South Asia
Nepal,2013,Safely Managed Drinking Water (%),59.71,SDG 6,South Asia
Nepal,2014,Safely Managed Drinking Water (%),59.21,SDG 6,South Asia
Nepal,2015,Safely Managed Drinking Water (%),62.29,SDG 6,South Asia
Nepal,2016,Safely Managed Drinking Water (%),63.64,SDG 6,South Asia
Nepal,2017,Safely Managed Drinking Water (%),66.93,SDG 6,South Asia
Nepal,2018,Safely Managed Drinking Water (%),65.71,SDG 6,South Asia
Nepal,2019,Safely Managed Drinking Water (%),65.69,SDG 6,South Asia
Nepal,2020,Safely Managed Drinking Water (%),68.06,SDG 6,South Asia
Nepal,2021,Safely Managed Drinking Water (%),64.3,SDG 6,South Asia
Nepal,2022,Safely Managed Drinking Water (%),68.77,SDG 6,South Asia
Nepal,2023,Safely Managed Drinking Water (%),70.37,SDG 6,South Asia
Nepal,2024,Safely Managed Drinking Water (%),67.8,SDG 6,South Asia
Nepal,2000,Open Defecation Practice (%),42.53,SDG 6,South Asia
Nepal,2001,Open Defecation Practice (%),40.53,SDG 6,South Asia
Nepal,2002,Open Defecation Practice (%),38.59,SDG 6,South Asia
Nepal,2003,Open Defecation Practice (%),39.37,SDG 6,South Asia
Nepal,2004,Open Defecation Practice (%),41.02,SDG 6,South Asia
Nepal,2005,Open Defecation Practice (%),37.09,SDG 6,South Asia
Nepal,2006,Open Defecation Practice (%),36.39,SDG 6,South Asia
Nepal,2007,Open Defecation Practice (%),34.53,SDG 6,South Asia
Nepal,2008,Open Defecation Practice (%),33.14,SDG 6,South Asia
Nepal,2009,Open Defecation Practice (%),34.86,SDG 6,South Asia
Nepal,2010,Open Defecation Practice (%),31.53,SDG 6,South Asia
Nepal,2011,Open Defecation Practice (%),32.12,SDG 6,South Asia
Nepal,2012,Open Defecation Practice (%),30.5,SDG 6,South Asia
Nepal,2013,Open Defecation Practice (%),31.14,SDG 6,South Asia
Nepal,2014,Open Defecation Practice (%),30.12,SDG 6,South Asia
Nepal,2015,Open Defecation Practice (%),30.37,SDG 6,South Asia
Nepal,2016,Open Defecation Practice (%),27.25,SDG 6,South Asia
Nepal,2017,Open Defecation Practice (%),26.81,SDG 6,South Asia
Nepal,2018,Open Defecation Practice (%),24.95,SDG 6,South Asia
Nepal,2019,Open Defecation Practice (%),24.95,SDG 6,South Asia
Nepal,2020,Open Defecation Practice (%),25.38,SDG 6,South Asia
Nepal,2021,Open Defecation Practice (%),25.15,SDG 6,South Asia
Nepal,2022,Open Defecation Practice (%),21.83,SDG 6,South Asia
Nepal,2023,Open Defecation Practice (%),23.72,SDG 6,South Asia
Nepal,2024,Open Defecation Practice (%),23.65,SDG 6,South Asia
Sri Lanka,2000,Prevalence of Undernourishment (%),51.43,SDG 2,South Asia
Sri Lanka,2001,Prevalence of Undernourishment (%),53.5,SDG 2,South Asia
Sri Lanka,2002,Prevalence of Undernourishment (%),50.69,SDG 2,South Asia
Sri Lanka,2003,Prevalence of Undernourishment (%),50.71,SDG 2,South Asia
Sri Lanka,2004,Prevalence of Undernourishment (%),50.93,SDG 2,South Asia
Sri Lanka,2005,Prevalence of Undernourishment (%),51.13,SDG 2,South Asia
Sri Lanka,2006,Prevalence of Undernourishment (%),47.74,SDG 2,South Asia
Sri Lanka,2007,Prevalence of Undernourishment (%),44.79,SDG 2,South Asia
Sri Lanka,2008,Prevalence of Undernourishment (%),47.75,SDG 2,South Asia
Sri Lanka,2009,Prevalence of Undernourishment (%),50.64,SDG 2,South Asia
Sri Lanka,2010,Prevalence of Undernourishment (%),45.57,SDG 2,South Asia
Sri Lanka,2011,Prevalence of Undernourishment (%),45.15,SDG 2,South Asia
Sri Lanka,2012,Prevalence of Undernourishment (%),46.95,SDG 2,South Asia
Sri Lanka,2013,Prevalence of Undernourishment (%),44.36,SDG 2,South Asia
Sri Lanka,2014,Prevalence of Undernourishment (%),43.0,SDG 2,South Asia
Sri Lanka,2015,Prevalence of Undernourishment (%),42.54,SDG 2,South Asia
Sri Lanka,2016,Prevalence of Undernourishment (%),41.45,SDG 2,South Asia
Sri Lanka,2017,Prevalence of Undernourishment (%),38.57,SDG 2,South Asia
Sri Lanka,2018,Prevalence of Undernourishment (%),37.47,SDG 2,South Asia
Sri Lanka,2019,Prevalence of Undernourishment (%),41.51,SDG 2,South Asia
Sri Lanka,2020,Prevalence of Undernourishment (%),38.15,SDG 2,South Asia
Sri Lanka,2021,Prevalence of Undernourishment (%),37.23,SDG 2,South Asia
Sri Lanka,2022,Prevalence of Undernourishment (%),36.14,SDG 2,South Asia
Sri Lanka,2023,Prevalence of Undernourishment (%),36.65,SDG 2,South Asia
Sri Lanka,2024,Prevalence of Undernourishment (%),38.49,SDG 2,South Asia
Sri Lanka,2000,Stunting in Children < 5 Years (%),54.66,SDG 2,South Asia
Sri Lanka,2001,Stunting in Children < 5 Years (%),52.2,SDG 2,South Asia
Sri Lanka,2002,Stunting in Children < 5 Years (%),52.08,SDG 2,South Asia
Sri Lanka,2003,Stunting in Children < 5 Years (%),53.09,SDG 2,South Asia
Sri Lanka,2004,Stunting in Children < 5 Years (%),49.8,SDG 2,South Asia
Sri Lanka,2005,Stunting in Children < 5 Years (%),51.16,SDG 2,South Asia
Sri Lanka,2006,Stunting in Children < 5 Years (%),45.6,SDG 2,South Asia
Sri Lanka,2007,Stunting in Children < 5 Years (%),47.93,SDG 2,South Asia
Sri Lanka,2008,Stunting in Children < 5 Years (%),48.42,SDG 2,South Asia
Sri Lanka,2009,Stunting in Children < 5 Years (%),48.58,SDG 2,South Asia
Sri Lanka,2010,Stunting in Children < 5 Years (%),44.65,SDG 2,South Asia
Sri Lanka,2011,Stunting in Children < 5 Years (%),42.82,SDG 2,South Asia
Sri Lanka,2012,Stunting in Children < 5 Years (%),43.89,SDG 2,South Asia
Sri Lanka,2013,Stunting in Children < 5 Years (%),41.79,SDG 2,South Asia
Sri Lanka,2014,Stunting in Children < 5 Years (%),42.46,SDG 2,South Asia
Sri Lanka,2015,Stunting in Children < 5 Years (%),41.87,SDG 2,South Asia
Sri Lanka,2016,Stunting in Children < 5 Years (%),39.1,SDG 2,South Asia
Sri Lanka,2017,Stunting in Children < 5 Years (%),41.49,SDG 2,South Asia
Sri Lanka,2018,Stunting in Children < 5 Years (%),39.24,SDG 2,South Asia
Sri Lanka,2019,Stunting in Children < 5 Years (%),40.3,SDG 2,South Asia
Sri Lanka,2020,Stunting in Children < 5 Years (%),35.11,SDG 2,South Asia
Sri Lanka,2021,Stunting in Children < 5 Years (%),35.55,SDG 2,South Asia
Sri Lanka,2022,Stunting in Children < 5 Years (%),37.05,SDG 2,South Asia
Sri Lanka,2023,Stunting in Children < 5 Years (%),34.28,SDG 2,South Asia
Sri Lanka,2024,Stunting in Children < 5 Years (%),34.43,SDG 2,South Asia
Sri Lanka,2000,Maternal Mortality Ratio (per 100k births),53.88,SDG 3,South Asia
Sri Lanka,2001,Maternal Mortality Ratio (per 100k births),53.32,SDG 3,South Asia
Sri Lanka,2002,Maternal Mortality Ratio (per 100k births),51.26,SDG 3,South Asia
Sri Lanka,2003,Maternal Mortality Ratio (per 100k births),51.7,SDG 3,South Asia
Sri Lanka,2004,Maternal Mortality Ratio (per 100k births),49.51,SDG 3,South Asia
Sri Lanka,2005,Maternal Mortality Ratio (per 100k births),50.89,SDG 3,South Asia
Sri Lanka,2006,Maternal Mortality Ratio (per 100k births),48.91,SDG 3,South Asia
Sri Lanka,2007,Maternal Mortality Ratio (per 100k births),48.51,SDG 3,South Asia
Sri Lanka,2008,Maternal Mortality Ratio (per 100k births),51.33,SDG 3,South Asia
Sri Lanka,2009,Maternal Mortality Ratio (per 100k births),45.02,SDG 3,South Asia
Sri Lanka,2010,Maternal Mortality Ratio (per 100k births),47.96,SDG 3,South Asia
Sri Lanka,2011,Maternal Mortality Ratio (per 100k births),41.09,SDG 3,South Asia
Sri Lanka,2012,Maternal Mortality Ratio (per 100k births),41.16,SDG 3,South Asia
Sri Lanka,2013,Maternal Mortality Ratio (per 100k births),41.62,SDG 3,South Asia
Sri Lanka,2014,Maternal Mortality Ratio (per 100k births),40.91,SDG 3,South Asia
Sri Lanka,2015,Maternal Mortality Ratio (per 100k births),42.18,SDG 3,South Asia
Sri Lanka,2016,Maternal Mortality Ratio (per 100k births),41.51,SDG 3,South Asia
Sri Lanka,2017,Maternal Mortality Ratio (per 100k births),39.9,SDG 3,South Asia
Sri Lanka,2018,Maternal Mortality Ratio (per 100k births),39.25,SDG 3,South Asia
Sri Lanka,2019,Maternal Mortality Ratio (per 100k births),39.47,SDG 3,South Asia
Sri Lanka,2020,Maternal Mortality Ratio (per 100k births),39.13,SDG 3,South Asia
Sri Lanka,2021,Maternal Mortality Ratio (per 100k births),35.09,SDG 3,South Asia
Sri Lanka,2022,Maternal Mortality Ratio (per 100k births),35.74,SDG 3,South Asia
Sri Lanka,2023,Maternal Mortality Ratio (per 100k births),35.37,SDG 3,South Asia
Sri Lanka,2024,Maternal Mortality Ratio (per 100k births),35.41,SDG 3,South Asia
Sri Lanka,2000,"Under-5 Mortality Rate (per 1,000 live births)",52.72,SDG 3,South Asia
Sri Lanka,2001,"Under-5 Mortality Rate (per 1,000 live births)",52.95,SDG 3,South Asia
Sri Lanka,2002,"Under-5 Mortality Rate (per 1,000 live births)",52.32,SDG 3,South Asia
Sri Lanka,2003,"Under-5 Mortality Rate (per 1,000 live births)",50.42,SDG 3,South Asia
Sri Lanka,2004,"Under-5 Mortality Rate (per 1,000 live births)",49.59,SDG 3,South Asia
Sri Lanka,2005,"Under-5 Mortality Rate (per 1,000 live births)",50.03,SDG 3,South Asia
Sri Lanka,2006,"Under-5 Mortality Rate (per 1,000 live births)",48.88,SDG 3,South Asia
Sri Lanka,2007,"Under-5 Mortality Rate (per 1,000 live births)",49.03,SDG 3,South Asia
Sri Lanka,2008,"Under-5 Mortality Rate (per 1,000 live births)",45.9,SDG 3,South Asia
Sri Lanka,2009,"Under-5 Mortality Rate (per 1,000 live births)",46.15,SDG 3,South Asia
Sri Lanka,2010,"Under-5 Mortality Rate (per 1,000 live births)",45.54,SDG 3,South Asia
Sri Lanka,2011,"Under-5 Mortality Rate (per 1,000 live births)",46.3,SDG 3,South Asia
Sri Lanka,2012,"Under-5 Mortality Rate (per 1,000 live births)",42.87,SDG 3,South Asia
Sri Lanka,2013,"Under-5 Mortality Rate (per 1,000 live births)",43.83,SDG 3,South Asia
Sri Lanka,2014,"Under-5 Mortality Rate (per 1,000 live births)",43.06,SDG 3,South Asia
Sri Lanka,2015,"Under-5 Mortality Rate (per 1,000 live births)",44.35,SDG 3,South Asia
