Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,UpperBound,LowerBound,Source,FootNote,Age,Location,Nature,Observation Status,Reporting Type,Sex,Units
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),586,Pakistan,2022,34.1,2022,38.8,29.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),586,Pakistan,2023,33.7,2023,38.8,29,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),586,Pakistan,2024,33.6,2024,39.1,28.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),608,Philippines,2015,30.8,2015,32,29.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),608,Philippines,2016,30.4,2016,31.6,29.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),608,Philippines,2017,29.7,2017,30.9,28.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),608,Philippines,2018,28.8,2018,30.1,27.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),608,Philippines,2019,28.6,2019,30,27.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),608,Philippines,2020,28.1,2020,29.7,26.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),608,Philippines,2021,27.6,2021,29.4,25.9,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),608,Philippines,2022,27.7,2022,29.8,25.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),608,Philippines,2023,27.9,2023,30.2,25.7,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),608,Philippines,2024,27.7,2024,30.3,25.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),702,Singapore,2015,3,2015,5.3,1.7,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),702,Singapore,2016,3,2016,5.3,1.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),702,Singapore,2017,2.9,2017,5.3,1.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),702,Singapore,2018,2.8,2018,5.3,1.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),702,Singapore,2019,2.8,2019,5.3,1.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),702,Singapore,2020,2.8,2020,5.3,1.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),702,Singapore,2021,2.7,2021,5.5,1.4,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),702,Singapore,2022,2.8,2022,5.6,1.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),702,Singapore,2023,2.8,2023,5.8,1.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),702,Singapore,2024,2.8,2024,5.9,1.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),704,Viet Nam,2015,23.5,2015,24.4,22.7,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),704,Viet Nam,2016,22.8,2016,23.7,22,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),704,Viet Nam,2017,22.1,2017,23,21.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),704,Viet Nam,2018,21.5,2018,22.4,20.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),704,Viet Nam,2019,20.7,2019,21.7,19.8,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),704,Viet Nam,2020,20.3,2020,21.3,19.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),704,Viet Nam,2021,20,2021,21.2,18.9,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),704,Viet Nam,2022,19.9,2022,21.2,18.6,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),704,Viet Nam,2023,19.7,2023,21.2,18.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),704,Viet Nam,2024,19.2,2024,20.8,17.7,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),764,Thailand,2015,13,2015,13.9,12.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),764,Thailand,2016,12.8,2016,13.6,12,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),764,Thailand,2017,12.6,2017,13.4,11.9,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),764,Thailand,2018,12.4,2018,13.2,11.7,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),764,Thailand,2019,12.3,2019,13.1,11.5,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),764,Thailand,2020,12.2,2020,13.1,11.3,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),764,Thailand,2021,12.2,2021,13.2,11.2,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),764,Thailand,2022,12.2,2022,13.4,11.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),764,Thailand,2023,12.3,2023,13.6,11.1,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
2,2.2,2.2.1,SH_STA_STNT,Proportion of children moderately or severely stunted (%),764,Thailand,2024,12.3,2024,13.8,11,"Joint Child Malnutrition Estimates (2025 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.",,<5Y,,M,A,G,BOTHSEX,PER_POP_U5
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",50,Bangladesh,2015,38.8,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",50,Bangladesh,2016,36.9,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",50,Bangladesh,2017,35.2,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",50,Bangladesh,2018,33.7,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",50,Bangladesh,2019,32.4,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",50,Bangladesh,2020,31.5,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",50,Bangladesh,2021,31,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",50,Bangladesh,2022,30.7,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",50,Bangladesh,2023,30.6,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",64,Bhutan,2015,30.8,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",64,Bhutan,2016,29.6,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",64,Bhutan,2017,28.5,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",64,Bhutan,2018,27.4,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",64,Bhutan,2019,26.5,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",64,Bhutan,2020,25.5,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",64,Bhutan,2021,24.7,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",64,Bhutan,2022,23.9,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",64,Bhutan,2023,23.1,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",104,Myanmar,2015,51.3,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",104,Myanmar,2016,49.5,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",104,Myanmar,2017,47.7,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",104,Myanmar,2018,46,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",104,Myanmar,2019,44.4,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",104,Myanmar,2020,42.9,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",104,Myanmar,2021,41.4,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",104,Myanmar,2022,40,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",104,Myanmar,2023,38.7,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",144,Sri Lanka,2015,8.7,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",144,Sri Lanka,2016,8.3,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",144,Sri Lanka,2017,7.9,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",144,Sri Lanka,2018,7.6,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",144,Sri Lanka,2019,7.2,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",144,Sri Lanka,2020,6.9,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",144,Sri Lanka,2021,6.6,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",144,Sri Lanka,2022,6.4,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",144,Sri Lanka,2023,6.1,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",356,India,2015,43.6,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",356,India,2016,41.1,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",356,India,2017,38.7,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",356,India,2018,36.4,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",356,India,2019,34.3,2019,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",356,India,2020,32.4,2020,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",356,India,2021,30.6,2021,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",356,India,2022,29.1,2022,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",356,India,2023,27.7,2023,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2015,27.4,2015,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2016,26.4,2016,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2017,25.4,2017,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
3,3.2,3.2.1,SH_DYN_MORT,"Under-five mortality rate, by sex (deaths per 1,000 live births)",360,Indonesia,2018,24.5,2018,,,"United Nations Inter-agency Group for Child Mortality Estimation (UN IGME), 2025.",,<5Y,,E,,G,BOTHSEX,PER_1000_LIVE_BIRTHS
